pin,size,threads,runtime,runtimesd,energy,energysd,name
false,1300,6,3.3167574,0.13752034,71.723335,2.923323,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1300_1300__i__i__d_1300_1300__i__i__d_1300_1300__d
false,1300,7,2.9005845,0.043727033,71.96107,0.9124835,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1300_1300__i__i__d_1300_1300__i__i__d_1300_1300__d
false,1300,8,2.4755297,0.079419695,62.895435,1.7489773,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1300_1300__i__i__d_1300_1300__i__i__d_1300_1300__d
false,1300,9,2.3730881,0.06516317,67.1619,1.6311052,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1300_1300__i__i__d_1300_1300__i__i__d_1300_1300__d
false,1300,10,2.034784,0.055632014,59.39914,1.8185076,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1300_1300__i__i__d_1300_1300__i__i__d_1300_1300__d
false,1300,11,1.8134489,0.06729129,58.84092,1.9335164,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1300_1300__i__i__d_1300_1300__i__i__d_1300_1300__d
false,1300,12,1.8402371,0.0033859655,59.95968,0.5386095,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1300_1300__i__i__d_1300_1300__i__i__d_1300_1300__d
false,1300,13,1.6082226,0.0016761054,58.075546,0.1476161,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1300_1300__i__i__d_1300_1300__i__i__d_1300_1300__d
false,1300,14,1.4097295,0.025042249,52.294937,1.0673478,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1300_1300__i__i__d_1300_1300__i__i__d_1300_1300__d
false,1300,15,1.3730214,0.013221846,55.236725,0.32667667,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1300_1300__i__i__d_1300_1300__i__i__d_1300_1300__d
false,1300,16,1.3604536,0.0059645954,54.95009,0.16559286,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1300_1300__i__i__d_1300_1300__i__i__d_1300_1300__d
false,1400,1,4.8391457,0.0149665605,74.51695,2.0171535,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1400_1400__i__i__d_1400_1400__i__i__d_1400_1400__d
false,1400,2,14.226526,0.3811732,213.27834,6.1225452,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1400_1400__i__i__d_1400_1400__i__i__d_1400_1400__d
false,1400,3,9.53344,0.19418685,169.1316,7.382994,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1400_1400__i__i__d_1400_1400__i__i__d_1400_1400__d
false,1400,4,7.3490953,0.22940074,134.3089,4.063243,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1400_1400__i__i__d_1400_1400__i__i__d_1400_1400__d
false,1400,5,5.85715,0.23418216,123.482185,4.4236665,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1400_1400__i__i__d_1400_1400__i__i__d_1400_1400__d
false,1400,6,4.948973,0.21898827,107.15546,5.1108665,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1400_1400__i__i__d_1400_1400__i__i__d_1400_1400__d
false,1400,7,4.386895,0.15891626,106.14544,3.4661112,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1400_1400__i__i__d_1400_1400__i__i__d_1400_1400__d
false,1400,8,3.7868402,0.14634006,94.16312,3.2226698,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1400_1400__i__i__d_1400_1400__i__i__d_1400_1400__d
false,1400,9,3.254621,0.09044028,91.78309,2.1417842,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1400_1400__i__i__d_1400_1400__i__i__d_1400_1400__d
false,1400,10,3.0941765,0.015160494,87.85851,0.5677358,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1400_1400__i__i__d_1400_1400__i__i__d_1400_1400__d
false,1400,11,2.676599,0.103225835,85.60556,3.6208184,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1400_1400__i__i__d_1400_1400__i__i__d_1400_1400__d
false,1400,12,2.6172361,0.00303505,84.116585,0.56552404,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1400_1400__i__i__d_1400_1400__i__i__d_1400_1400__d
false,1400,13,2.3787994,0.036410008,84.603264,1.2942841,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1400_1400__i__i__d_1400_1400__i__i__d_1400_1400__d
false,1400,14,2.0472252,0.026662908,74.622635,0.70846355,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1400_1400__i__i__d_1400_1400__i__i__d_1400_1400__d
false,1400,15,1.9600081,0.018997157,77.47082,0.53120273,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1400_1400__i__i__d_1400_1400__i__i__d_1400_1400__d
false,1400,16,1.9020085,0.027940094,75.77693,1.0650212,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1400_1400__i__i__d_1400_1400__i__i__d_1400_1400__d
false,1500,1,6.1076927,0.02852423,94.520584,2.7116716,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
false,1500,2,18.643074,0.25543123,279.65323,5.649654,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
false,1500,3,13.173727,0.23444802,232.3669,3.8889637,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
false,1500,4,9.700571,0.2977763,177.58678,5.2402844,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
false,1500,5,7.585526,0.116578095,160.06786,2.3229494,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
false,1500,6,6.42078,0.17276555,139.03094,4.820193,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
false,1500,7,5.4531384,0.08568249,132.54836,1.8436873,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
false,1500,8,4.866849,0.057262875,121.423904,1.4654107,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
false,1500,9,4.2056313,0.049677525,118.76381,1.487952,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
false,1500,10,3.838125,0.06981393,110.09828,2.7106843,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
false,1500,11,3.5321448,0.047204763,112.576164,1.2441626,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
false,1500,12,3.2110527,0.07006025,104.35003,1.7539076,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
false,1500,13,2.9335282,0.024743112,105.21264,0.98643345,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
false,1500,14,2.7437484,0.051417522,99.632416,1.4032567,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
false,1500,15,2.6417139,0.03891122,104.06428,1.0724906,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
false,1500,16,2.5016797,0.059081916,99.93638,1.8788254,SACf__MAIN_CL_ST___mtspmdf_1089_matmul__d_1500_1500__i__i__d_1500_1500__i__i__d_1500_1500__d
